Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Slug,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child,FileSize
,Maryland LiDAR Queen Anne's County - Shaded Relief,"The County of Queen Anne Maryland requested delivery of three dimensional classified point cloud and hydro-flattened terrain data derived from LiDAR (Light Detection and Ranging) technology for the entirety of Queen Anne's County, MD. Remotely sensed, geographically referenced elevation measurements were collected by Axis Geospatial, LLC using airborne LiDAR sensors.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/QueenAnnes/MD_queenannes_shadedRelief_RGB/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|QueenAnne's|MarylandDepartmentofInformationTechnology|DoIT|ShadedRelief|Elevation,2018-01-24T20:26:16.000Z,,,,"Greensboro, Maryland|Queenstown, Maryland|Marydel, Maryland|Queen Anne, Maryland|Henderson, Maryland|Rock Hall, Maryland|Church Hill, Maryland|Caroline County, Maryland|Hillsboro, Maryland|Denton, Maryland|Centreville, Maryland|Talbot County, Maryland|Queen Anne's County, Maryland|Goldsboro, Maryland|Chestertown, Maryland|Millington, Maryland|Ridgely, Maryland|Barclay, Maryland|Templeville, Maryland|Sudlersville, Maryland|Kent County, Maryland|Maryland","-76.3904,38.8266,-75.7295,39.2716",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/2f624cb011cc4c4db9806f46c18f59e6,,,,https://lidar.geodata.md.gov/imap/rest/services/QueenAnnes/MD_queenannes_shadedRelief_RGB/ImageServer,2f624cb011cc4c4db9806f46c18f59e6,https://hub.arcgis.com/datasets/2f624cb011cc4c4db9806f46c18f59e6,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0025 MB
,Maryland LiDAR Queen Anne's County - Hillshade,"The County of Queen Anne Maryland requested delivery of three dimensional classified point cloud and hydro-flattened terrain data derived from LiDAR (Light Detection and Ranging) technology for the entirety of Queen Anne's County, MD. Remotely sensed, geographically referenced elevation measurements were collected by Axis Geospatial, LLC using airborne LiDAR sensors.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/QueenAnnes/MD_queenannes_hillshade_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|QueenAnne's|MarylandDepartmentofInformationTechnology|DoIT|Hillshade|Elevation,2018-01-24T20:15:52.000Z,,,,"Greensboro, Maryland|Queenstown, Maryland|Marydel, Maryland|Queen Anne, Maryland|Henderson, Maryland|Rock Hall, Maryland|Church Hill, Maryland|Caroline County, Maryland|Hillsboro, Maryland|Denton, Maryland|Centreville, Maryland|Talbot County, Maryland|Queen Anne's County, Maryland|Goldsboro, Maryland|Chestertown, Maryland|Millington, Maryland|Ridgely, Maryland|Barclay, Maryland|Templeville, Maryland|Sudlersville, Maryland|Kent County, Maryland|Maryland","-76.3904,38.8266,-75.7295,39.2716",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/5b386622a93e4018bc4c3d6a73031dff,,,,https://lidar.geodata.md.gov/imap/rest/services/QueenAnnes/MD_queenannes_hillshade_m/ImageServer,5b386622a93e4018bc4c3d6a73031dff,https://hub.arcgis.com/datasets/5b386622a93e4018bc4c3d6a73031dff,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0025 MB
,Maryland LiDAR Queen Anne's County - DEM Feet,"The County of Queen Anne Maryland requested delivery of three dimensional classified point cloud and hydro-flattened terrain data derived from LiDAR (Light Detection and Ranging) technology for the entirety of Queen Anne's County, MD. Remotely sensed, geographically referenced elevation measurements were collected by Axis Geospatial, LLC using airborne LiDAR sensors.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/QueenAnnes/MD_queenannes_dem_ft/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|QueenAnne's|MarylandDepartmentofInformationTechnology|DoIT|DEM|Elevation,2018-01-24T19:50:59.000Z,,,,"Greensboro, Maryland|Queenstown, Maryland|Marydel, Maryland|Queen Anne, Maryland|Henderson, Maryland|Rock Hall, Maryland|Church Hill, Maryland|Caroline County, Maryland|Hillsboro, Maryland|Denton, Maryland|Centreville, Maryland|Talbot County, Maryland|Queen Anne's County, Maryland|Goldsboro, Maryland|Chestertown, Maryland|Millington, Maryland|Ridgely, Maryland|Barclay, Maryland|Templeville, Maryland|Sudlersville, Maryland|Kent County, Maryland|Maryland","-76.3904,38.8266,-75.7295,39.2716",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/76fd7cdb9bdf4fd085b589b88f43556d,,,,https://lidar.geodata.md.gov/imap/rest/services/QueenAnnes/MD_queenannes_dem_ft/ImageServer,76fd7cdb9bdf4fd085b589b88f43556d,https://hub.arcgis.com/datasets/76fd7cdb9bdf4fd085b589b88f43556d,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0025 MB
,Maryland Storm Imagery - Hurricane Irene,"This imagery was acquired (on August 29, 2011) by the NOAA Remote Sensing Division to support NOAA national security and emergency response requirements. This rapid response product was generated for use by emergency managers for visual analysis of damage in the area. It is not intended for mapping, charting or navigation. In addition, it will be used for ongoing research efforts for testing and developing standards for airborne digital imagery. Complete flight metadata can be found at: https://geodesy.noaa.gov/storm_archive/storms/irene/docs/irene_metadata.htmThis is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://imagery.geodata.md.gov/imap/rest/services/Storm/HurricaneIrene/ImageServer",English,"NGS, NOS, NOAA, DOC",State of Maryland,Aerial imagery,,MD|Maryland|MDiMAP|Hurricane|Storm|Imagery|Raster|NGS|NOS|NOAA|DOC,2019-07-16T19:13:08.000Z,,,,"Worcester County, Maryland|Snow Hill, Maryland|Pittsville, Maryland|Berlin, Maryland|Ocean City, Maryland|Willards, Maryland|Wicomico County, Maryland|Maryland","-75.4269,37.8113,-75.0280,38.8267",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/02de58db3c9a432caa6d93cb67ff1d97,,,,https://imagery.geodata.md.gov/imap/rest/services/Storm/HurricaneIrene/ImageServer,02de58db3c9a432caa6d93cb67ff1d97,https://hub.arcgis.com/datasets/02de58db3c9a432caa6d93cb67ff1d97,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0027 MB
,Maryland Storm Imagery - Hurricane Sandy,"This imagery was acquired (on October 31st, 2012) by the NOAA Remote Sensing Division to support NOAA national security and emergency response requirements. This rapid response product was generated for use by emergency managers for visual analysis of damage in the area. It is not intended for mapping, charting or navigation. In addition, it will be used for ongoing research efforts for testing and developing standards for airborne digital imagery.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://imagery.geodata.md.gov/imap/rest/services/Storm/HurricaneSandy/ImageServer",English,NOAA,State of Maryland,Aerial imagery,,MD|Maryland|MDiMAP|Storm|Hurricane|Imagery|Raster|NOAA|DoIT,2019-07-16T19:01:17.000Z,,,,"Worcester County, Maryland|Snow Hill, Maryland|Pittsville, Maryland|Berlin, Maryland|Willards, Maryland|Wicomico County, Maryland|Maryland","-75.4501,38.0249,-75.0499,38.5501",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/2d94a3d71c064919a4b2953206f02c5b,,,,https://imagery.geodata.md.gov/imap/rest/services/Storm/HurricaneSandy/ImageServer,2d94a3d71c064919a4b2953206f02c5b,https://hub.arcgis.com/datasets/2d94a3d71c064919a4b2953206f02c5b,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0026 MB
,Maryland Historic NAIP Imagery - 2013,The National Agriculture Imagery Program (NAIP) acquires aerial imagery during the agricultural growing seasons in the continental United States. This service contains NAIP imagery from 2013 in the Web Mercator projection.This is a MD iMAP hosted service. Find more information onhttps://imap.maryland.gov.Image Service Layer:https://imagery.geodata.md.gov/imap/rest/services/NAIP/NAIPImagery2013/ImageServer,English,USDA,State of Maryland,Aerial imagery,,MDiMAP|Maryland|MD|NAIP|Dynamic|Imagery|USDA|U.S.DepartmentofAgriculture|IMAG|Vector|WMS|NationalAgricultureImageryProgram,2019-01-07T20:10:22.000Z,,,,"Cambridge, Maryland|Greensboro, Maryland|Kitzmiller, Maryland|Fruitland, Maryland|Oxford, Maryland|Middletown, Maryland|New Windsor, Maryland|Chevy Chase Section 3, Maryland|Marydel, Maryland|Rising Sun, Maryland|Smithsburg, Maryland|Barnesville, Maryland|North Chevy Chase, Maryland|Edmonston, Maryland|Pocomoke City, Maryland|New Market, Maryland|Church Hill, Maryland|Friendsville, Maryland|District Heights, Maryland|Funkstown, Maryland|Centreville, Maryland|Brunswick, Maryland|Williamsport, Maryland|Port Tobacco, Maryland|Prince George's County, Maryland|Annapolis, Maryland|Harford County, Maryland|Glenarden, Maryland|Goldsboro, Maryland|Brookeville, Maryland|Sharpsburg, Maryland|Ridgely, Maryland|Accident, Maryland|Barclay, Maryland|Delmar, Maryland|Somerset County, Maryland|Mountain Lake Park, Maryland|Oakland, Maryland|Kent County, Maryland|Cheverly, Maryland|Frederick, Maryland|Highland Beach, Maryland|Takoma Park, Maryland|Westernport, Maryland|Salisbury, Maryland|Keedysville, Maryland|Crisfield, Maryland|Queen Anne, Maryland|Henderson, Maryland|Anne Arundel County, Maryland|Federalsburg, Maryland|Riverdale Park, Maryland|Hillsboro, Maryland|Denton, Maryland|Cecil County, Maryland|New Carrollton, Maryland|Woodsboro, Maryland|St. Michaels, Maryland|Cecilton, Maryland|University Park, Maryland|Hebron, Maryland|Eagle Harbor, Maryland|Vienna, Maryland|Charlestown, Maryland|Thurmont, Maryland|Chestertown, Maryland|Princess Anne, Maryland|Seat Pleasant, Maryland|Garrett Park, Maryland|Millington, Maryland|Grantsville, Maryland|Hagerstown, Maryland|Brookview, Maryland|Washington Grove, Maryland|Martins Additions, Maryland|Baltimore County, Maryland|Port Deposit, Maryland|Brentwood, Maryland|Sudlersville, Maryland|Templeville, Maryland|Somerset, Maryland|Cumberland, Maryland|Secretary, Maryland|Indian Head, Maryland|Calvert County, Maryland|Hancock, Maryland|Galestown, Maryland|Queenstown, Maryland|Gaithersburg, Maryland|Loch Lynn Heights, Maryland|Ocean City, Maryland|Willards, Maryland|Washington County, Maryland|Union Bridge, Maryland|Garrett County, Maryland|Rosemont, Maryland|Rock Hall, Maryland|College Park, Maryland|North Beach, Maryland|Berlin, Maryland|Upper Marlboro, Maryland|Myersville, Maryland|Westminster, Maryland|North Brentwood, Maryland|Chevy Chase Section 5, Maryland|Elkton, Maryland|Hurlock, Maryland|Forest Heights, Maryland|Havre De Grace, Maryland|Church Creek, Maryland|Howard County, Maryland|Queen Anne's County, Maryland|Laurel, Maryland|Frostburg, Maryland|Bowie, Maryland|Mount Airy, Maryland|Poolesville, Maryland|La Plata, Maryland|Baltimore City, Maryland|Bel Air, Maryland|Kensington, Maryland|Chevy Chase View, Maryland|Rockville, Maryland|St. Mary's County, Maryland|Chevy Chase Town, Maryland|Snow Hill, Maryland|Luke, Maryland|Walkersville, Maryland|Mount Rainier, Maryland|Glen Echo, Maryland|Manchester, Maryland|Wicomico County, Maryland|Burkittsville, Maryland|Pittsville, Maryland|Eldorado, Maryland|Sykesville, Maryland|Easton, Maryland|Laytonsville, Maryland|Montgomery County, Maryland|Hampstead, Maryland|Aberdeen, Maryland|Landover Hills, Maryland|Chesapeake City, Maryland|Frederick County, Maryland|Chesapeake Beach, Maryland|Capitol Heights, Maryland|Sharptown, Maryland|Lonaconing, Maryland|Morningside, Maryland|Allegany County, Maryland|Carroll County, Maryland|Caroline County, Maryland|Barton, Maryland|Deer Park, Maryland|Dorchester County, Maryland|North East, Maryland|East New Market, Maryland|Talbot County, Maryland|Betterton, Maryland|Baltimore City County, Maryland|Colmar Manor, Maryland|Fairmount Heights, Maryland|Taneytown, Maryland|Hyattsville, Maryland|Greenbelt, Maryland|Midland, Maryland|Perryville, Maryland|Boonsboro, Maryland|Charles County, Maryland|Worcester County, Maryland|Berwyn Heights, Maryland|Emmitsburg, Maryland|Chevy Chase Village, Maryland|Trappe, Maryland|Clear Spring, Maryland|Mardela Springs, Maryland|Cottage City, Maryland|Leonardtown, Maryland|Preston, Maryland|Bladensburg, Maryland|Galena, Maryland|Maryland","-79.5094,37.8718,-74.9966,39.7563",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/a90f66c13641458289326465faf79314,,,,https://imagery.geodata.md.gov/imap/rest/services/NAIP/NAIPImagery2013/ImageServer,a90f66c13641458289326465faf79314,https://hub.arcgis.com/datasets/a90f66c13641458289326465faf79314,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0023 MB
,Maryland Storm Imagery - Pre Event 2018,"This image service provides Pre-Event imagery flown in 2018 (3/26/18 and 3/27/18). The imagery is not specific to any prior event. The imagery is in response to Integrated Ocean and Coastal Mapping requirements. The aerial photography missions were conducted by NOAA's National Geodetic Survey, Remote Sensing Division. Images were acquired from various altitudes ranging from 3,500 to 7,500 feet, using a Trimble Digital Sensor System (DSS) at a 37.5 degree look angle.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://imagery.geodata.md.gov/imap/rest/services/Storm/PreEvent2018/ImageServer",English,"NOAA, NOA, NGS",State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|Imagery|Storm|Raster|NOAA|NOA|NGS|DoIT,2019-07-16T18:38:17.000Z,,,,"Worcester County, Maryland|Berlin, Maryland|Maryland","-75.3001,37.9749,-75.0249,38.4501",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/e4b110b93f28449f9c5482fdd662ba77,,,,https://imagery.geodata.md.gov/imap/rest/services/Storm/PreEvent2018/ImageServer,e4b110b93f28449f9c5482fdd662ba77,https://hub.arcgis.com/datasets/e4b110b93f28449f9c5482fdd662ba77,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0025 MB
,Maryland Digital Orthophoto Quads - Color Infrared DOQs,"The color infrared (CIR) digital orthophotoquad (DOQ), as originally produced, is a 1-meter (1:12,000) ground resolution of a DOQQ - 3.75-minutes of latitude by 3.75-minutes of longitude extent plus the overedge which ranges from a minimum of 50 meters to a maximum of 300 meters.This is a MD iMAP hosted service. Find more information onhttps://imap.maryland.gov.Image Service Layer:https://imagery.geodata.md.gov/imap/rest/services/DOQs/ColorInfraredDOQs/ImageServer",English,DNR,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|ColorInfrared|Raster|DNR|DepartmentofNaturalResources|Imagery|ColorInfraredDOQ|WMS,2019-01-07T13:45:55.000Z,,,,"Cambridge, Maryland|Greensboro, Maryland|Kitzmiller, Maryland|Fruitland, Maryland|Oxford, Maryland|Middletown, Maryland|New Windsor, Maryland|Chevy Chase Section 3, Maryland|Marydel, Maryland|Rising Sun, Maryland|Smithsburg, Maryland|Barnesville, Maryland|North Chevy Chase, Maryland|Edmonston, Maryland|Pocomoke City, Maryland|New Market, Maryland|Church Hill, Maryland|Friendsville, Maryland|District Heights, Maryland|Funkstown, Maryland|Centreville, Maryland|Brunswick, Maryland|Williamsport, Maryland|Port Tobacco, Maryland|Prince George's County, Maryland|Annapolis, Maryland|Harford County, Maryland|Glenarden, Maryland|Goldsboro, Maryland|Brookeville, Maryland|Sharpsburg, Maryland|Ridgely, Maryland|Accident, Maryland|Barclay, Maryland|Delmar, Maryland|Somerset County, Maryland|Mountain Lake Park, Maryland|Oakland, Maryland|Kent County, Maryland|Cheverly, Maryland|Frederick, Maryland|Highland Beach, Maryland|Takoma Park, Maryland|Westernport, Maryland|Salisbury, Maryland|Keedysville, Maryland|Crisfield, Maryland|Queen Anne, Maryland|Henderson, Maryland|Anne Arundel County, Maryland|Federalsburg, Maryland|Riverdale Park, Maryland|Hillsboro, Maryland|Denton, Maryland|Cecil County, Maryland|New Carrollton, Maryland|Woodsboro, Maryland|St. Michaels, Maryland|Cecilton, Maryland|University Park, Maryland|Hebron, Maryland|Eagle Harbor, Maryland|Vienna, Maryland|Charlestown, Maryland|Thurmont, Maryland|Chestertown, Maryland|Princess Anne, Maryland|Seat Pleasant, Maryland|Garrett Park, Maryland|Millington, Maryland|Grantsville, Maryland|Hagerstown, Maryland|Brookview, Maryland|Washington Grove, Maryland|Martins Additions, Maryland|Baltimore County, Maryland|Port Deposit, Maryland|Brentwood, Maryland|Sudlersville, Maryland|Templeville, Maryland|Somerset, Maryland|Cumberland, Maryland|Secretary, Maryland|Indian Head, Maryland|Calvert County, Maryland|Hancock, Maryland|Galestown, Maryland|Queenstown, Maryland|Gaithersburg, Maryland|Loch Lynn Heights, Maryland|Ocean City, Maryland|Willards, Maryland|Washington County, Maryland|Union Bridge, Maryland|Garrett County, Maryland|Rosemont, Maryland|Rock Hall, Maryland|College Park, Maryland|North Beach, Maryland|Berlin, Maryland|Upper Marlboro, Maryland|Myersville, Maryland|Westminster, Maryland|North Brentwood, Maryland|Chevy Chase Section 5, Maryland|Elkton, Maryland|Hurlock, Maryland|Forest Heights, Maryland|Havre De Grace, Maryland|Church Creek, Maryland|Howard County, Maryland|Queen Anne's County, Maryland|Laurel, Maryland|Frostburg, Maryland|Bowie, Maryland|Mount Airy, Maryland|Poolesville, Maryland|La Plata, Maryland|Baltimore City, Maryland|Bel Air, Maryland|Kensington, Maryland|Chevy Chase View, Maryland|Rockville, Maryland|St. Mary's County, Maryland|Chevy Chase Town, Maryland|Snow Hill, Maryland|Luke, Maryland|Walkersville, Maryland|Mount Rainier, Maryland|Glen Echo, Maryland|Manchester, Maryland|Wicomico County, Maryland|Burkittsville, Maryland|Pittsville, Maryland|Eldorado, Maryland|Sykesville, Maryland|Easton, Maryland|Laytonsville, Maryland|Montgomery County, Maryland|Hampstead, Maryland|Aberdeen, Maryland|Landover Hills, Maryland|Chesapeake City, Maryland|Frederick County, Maryland|Chesapeake Beach, Maryland|Capitol Heights, Maryland|Sharptown, Maryland|Lonaconing, Maryland|Morningside, Maryland|Allegany County, Maryland|Carroll County, Maryland|Caroline County, Maryland|Barton, Maryland|Deer Park, Maryland|Dorchester County, Maryland|North East, Maryland|East New Market, Maryland|Talbot County, Maryland|Betterton, Maryland|Baltimore City County, Maryland|Colmar Manor, Maryland|Fairmount Heights, Maryland|Taneytown, Maryland|Hyattsville, Maryland|Greenbelt, Maryland|Midland, Maryland|Perryville, Maryland|Boonsboro, Maryland|Charles County, Maryland|Worcester County, Maryland|Berwyn Heights, Maryland|Emmitsburg, Maryland|Chevy Chase Village, Maryland|Trappe, Maryland|Clear Spring, Maryland|Mardela Springs, Maryland|Cottage City, Maryland|Leonardtown, Maryland|Preston, Maryland|Bladensburg, Maryland|Galena, Maryland|Maryland","-79.5248,37.8509,-75.0059,39.7799",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/16d2511f56e54b51a2791618905a0626,,,,https://imagery.geodata.md.gov/imap/rest/services/DOQs/ColorInfraredDOQs/ImageServer,16d2511f56e54b51a2791618905a0626,https://hub.arcgis.com/datasets/16d2511f56e54b51a2791618905a0626,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0025 MB
,Maryland Historic NAIP Imagery - 2006,The National Agriculture Imagery Program (NAIP) acquires aerial imagery during the agricultural growing seasons in the continental United States. This service contains NAIP imagery from 2006 in the Web Mercator projection. **Please note: Not all areas of Maryland was collected in this flight**This is a MD iMAP hosted service. Find more information onhttps://imap.maryland.gov.Image Service Layer:https://imagery.geodata.md.gov/imap/rest/services/NAIP/NAIPImagery2006/ImageServer,English,USDA,State of Maryland,Aerial imagery,,MDiMAP|Maryland|MD|NAIP|Dynamic|Imagery|USDA|U.S.DepartmentofAgriculture|IMAG|Vector|WMS|NationalAgricultureImageryProgram,2019-01-07T19:34:33.000Z,,,,"Cambridge, Maryland|Greensboro, Maryland|Kitzmiller, Maryland|Fruitland, Maryland|Oxford, Maryland|Middletown, Maryland|New Windsor, Maryland|Chevy Chase Section 3, Maryland|Marydel, Maryland|Rising Sun, Maryland|Smithsburg, Maryland|Barnesville, Maryland|North Chevy Chase, Maryland|Edmonston, Maryland|Pocomoke City, Maryland|New Market, Maryland|Church Hill, Maryland|Friendsville, Maryland|District Heights, Maryland|Funkstown, Maryland|Centreville, Maryland|Brunswick, Maryland|Williamsport, Maryland|Port Tobacco, Maryland|Prince George's County, Maryland|Annapolis, Maryland|Harford County, Maryland|Glenarden, Maryland|Goldsboro, Maryland|Brookeville, Maryland|Sharpsburg, Maryland|Ridgely, Maryland|Accident, Maryland|Barclay, Maryland|Delmar, Maryland|Somerset County, Maryland|Mountain Lake Park, Maryland|Oakland, Maryland|Kent County, Maryland|Cheverly, Maryland|Frederick, Maryland|Highland Beach, Maryland|Takoma Park, Maryland|Westernport, Maryland|Salisbury, Maryland|Keedysville, Maryland|Crisfield, Maryland|Queen Anne, Maryland|Henderson, Maryland|Anne Arundel County, Maryland|Federalsburg, Maryland|Riverdale Park, Maryland|Hillsboro, Maryland|Denton, Maryland|Cecil County, Maryland|New Carrollton, Maryland|Woodsboro, Maryland|St. Michaels, Maryland|Cecilton, Maryland|University Park, Maryland|Hebron, Maryland|Eagle Harbor, Maryland|Vienna, Maryland|Charlestown, Maryland|Thurmont, Maryland|Chestertown, Maryland|Princess Anne, Maryland|Seat Pleasant, Maryland|Garrett Park, Maryland|Millington, Maryland|Grantsville, Maryland|Hagerstown, Maryland|Brookview, Maryland|Washington Grove, Maryland|Martins Additions, Maryland|Baltimore County, Maryland|Port Deposit, Maryland|Brentwood, Maryland|Sudlersville, Maryland|Templeville, Maryland|Somerset, Maryland|Cumberland, Maryland|Secretary, Maryland|Indian Head, Maryland|Calvert County, Maryland|Hancock, Maryland|Galestown, Maryland|Queenstown, Maryland|Gaithersburg, Maryland|Loch Lynn Heights, Maryland|Washington County, Maryland|Willards, Maryland|Union Bridge, Maryland|Garrett County, Maryland|Rosemont, Maryland|Rock Hall, Maryland|College Park, Maryland|North Beach, Maryland|Berlin, Maryland|Upper Marlboro, Maryland|Myersville, Maryland|Westminster, Maryland|North Brentwood, Maryland|Chevy Chase Section 5, Maryland|Elkton, Maryland|Hurlock, Maryland|Forest Heights, Maryland|Havre De Grace, Maryland|Church Creek, Maryland|Howard County, Maryland|Queen Anne's County, Maryland|Laurel, Maryland|Frostburg, Maryland|Bowie, Maryland|Mount Airy, Maryland|Poolesville, Maryland|La Plata, Maryland|Baltimore City, Maryland|Bel Air, Maryland|Kensington, Maryland|Chevy Chase View, Maryland|Rockville, Maryland|St. Mary's County, Maryland|Chevy Chase Town, Maryland|Snow Hill, Maryland|Luke, Maryland|Walkersville, Maryland|Mount Rainier, Maryland|Glen Echo, Maryland|Manchester, Maryland|Wicomico County, Maryland|Burkittsville, Maryland|Pittsville, Maryland|Eldorado, Maryland|Sykesville, Maryland|Easton, Maryland|Laytonsville, Maryland|Montgomery County, Maryland|Hampstead, Maryland|Aberdeen, Maryland|Landover Hills, Maryland|Chesapeake City, Maryland|Frederick County, Maryland|Chesapeake Beach, Maryland|Capitol Heights, Maryland|Sharptown, Maryland|Lonaconing, Maryland|Morningside, Maryland|Allegany County, Maryland|Carroll County, Maryland|Caroline County, Maryland|Barton, Maryland|Deer Park, Maryland|Dorchester County, Maryland|North East, Maryland|East New Market, Maryland|Talbot County, Maryland|Betterton, Maryland|Baltimore City County, Maryland|Colmar Manor, Maryland|Fairmount Heights, Maryland|Taneytown, Maryland|Hyattsville, Maryland|Greenbelt, Maryland|Midland, Maryland|Perryville, Maryland|Boonsboro, Maryland|Charles County, Maryland|Worcester County, Maryland|Berwyn Heights, Maryland|Emmitsburg, Maryland|Chevy Chase Village, Maryland|Trappe, Maryland|Clear Spring, Maryland|Mardela Springs, Maryland|Cottage City, Maryland|Leonardtown, Maryland|Preston, Maryland|Bladensburg, Maryland|Galena, Maryland|Maryland","-79.5160,37.9325,-75.0582,39.7782",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/0f91884c99d346e3bf8f49865fbc4038,,,,https://imagery.geodata.md.gov/imap/rest/services/NAIP/NAIPImagery2006/ImageServer,0f91884c99d346e3bf8f49865fbc4038,https://hub.arcgis.com/datasets/0f91884c99d346e3bf8f49865fbc4038,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0024 MB
,Maryland Storm Imagery - Pre Event 2016,"This image service provides Pre-Event imagery flown in 2016 (2/2/16). The imagery is not specific to any prior event. The imagery is in response to Integrated Ocean and Coastal Mapping requirements. The aerial photography missions were conducted by NOAA's National Geodetic Survey, Remote Sensing Division. Images were acquired from various altitudes ranging from 3,500 to 7,500 feet, using a Trimble Digital Sensor System (DSS) at a 37.5 degree look angle.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://imagery.geodata.md.gov/imap/rest/services/Storm/PreEvent2018/ImageServer",English,"NOAA, NOA, NGS",State of Maryland,Aerial imagery,,MD|Maryland|MDiMAP|Imagery|Storm|Raster|NOAA|NOA|NGS|DoIT,2019-08-16T16:29:03.000Z,,,,"Worcester County, Maryland|Ocean City, Maryland|Berlin, Maryland|Maryland","-75.2698,38.0092,-75.0434,38.4623",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/aded9e76ac944501844540aba03adcb1,,,,https://imagery.geodata.md.gov/imap/rest/services/Storm/PreEvent2016/ImageServer,aded9e76ac944501844540aba03adcb1,https://hub.arcgis.com/datasets/aded9e76ac944501844540aba03adcb1,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0026 MB
